county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name,ny_listing_status,federal_listing_status
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler,Special Concern,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,Protected Bird,not listed
Rensselaer,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,Protected Bird,not listed
Rensselaer,Animal,Birds,Wrens,Troglodytes aedon,House Wren,Protected Bird,not listed
Rensselaer,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,Protected Bird,not listed
Rensselaer,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will,Special Concern,not listed
Rensselaer,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,Protected Bird,not listed
Rensselaer,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,Protected Bird,not listed
Rensselaer,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,Threatened,not listed
Rensselaer,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,Special Concern,not listed
Rensselaer,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,Protected Bird,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,Threatened,not listed
Rensselaer,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,Protected Bird,not listed
Rensselaer,Animal,Birds,"Grouse, Pheasants, Turkeys",Colinus virginianus,Northern Bobwhite,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,Protected Bird,not listed
Rensselaer,Animal,Butterflies and Moths,Butterflies and Skippers,Pieris virginiensis,West Virginia White,not listed,not listed
Rensselaer,Animal,Butterflies and Moths,Moths,Papaipema sp. 2 nr. pterisii,Ostrich Fern Borer Moth,not listed,not listed
Rensselaer,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus vastus,Cobra Clubtail,not listed,not listed
Rensselaer,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus quadricolor,Rapids Clubtail,not listed,not listed
Rensselaer,Animal,Dragonflies and Damselflies,Dragonflies,Lanthus vernalis,Southern Pygmy Clubtail,not listed,not listed
Rensselaer,Animal,Dragonflies and Damselflies,Dragonflies,Neurocordulia obsoleta,Umber Shadowdragon,not listed,not listed
Rensselaer,Animal,Dragonflies and Damselflies,Damselflies,Lestes australis,Southern Spreadwing,not listed,not listed
Rensselaer,Animal,Dragonflies and Damselflies,Dragonflies,Ophiogomphus aspersus,Brook Snaketail,not listed,not listed
Rensselaer,Animal,Dragonflies and Damselflies,Dragonflies,Stylurus plagiatus,Russet-tipped Clubtail,not listed,not listed
Rensselaer,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora forcipata,Forcipate Emerald,not listed,not listed
Rensselaer,Animal,Dragonflies and Damselflies,Dragonflies,Gomphurus fraternus,Midland Clubtail,not listed,not listed
Rensselaer,Animal,Dragonflies and Damselflies,Dragonflies,Stylurus amnicola,Riverine Clubtail,not listed,not listed
Rensselaer,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,Endangered,Endangered
Rensselaer,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,Protected - no open season,Endangered
Rensselaer,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,not listed,not listed
Rensselaer,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,not listed,not listed
Rensselaer,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,not listed,not listed
Rensselaer,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,Threatened,Threatened
Rensselaer,Animal,Mammals,Rabbits and Hares,Sylvilagus transitionalis,New England Cottontail,Special Concern,not listed
Rensselaer,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis cariosa,Yellow Lampmussel,not listed,not listed
Rensselaer,Animal,Mussels and Clams,Freshwater Mussels,Anodonta implicata,Alewife Floater,not listed,not listed
Rensselaer,Animal,Mussels and Clams,Freshwater Mussels,Leptodea ochracea,Tidewater Mucket,not listed,not listed
Rensselaer,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Snakes,Coluber constrictor,Racer,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,Endangered,Threatened
Rensselaer,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,Threatened,not listed
Rensselaer,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,Game with open season,not listed
Rensselaer,Animal,Reptiles,Turtles,Sternotherus odoratus,Common Musk Turtle,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Turtles,Terrapene carolina,Eastern Box Turtle,Special Concern,not listed
Rensselaer,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,Special Concern,not listed
Rensselaer,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Turtles,Graptemys geographica,Common Map Turtle,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle,Special Concern,not listed
Rensselaer,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,Game with no open season,not listed
Rensselaer,Animal,Reptiles,Turtles,Clemmys guttata,Spotted Turtle,Special Concern,not listed
Rensselaer,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Sedge meadow,Sedge Meadow,not applicable,not applicable
Rensselaer,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Inland poor fen,Inland Poor Fen,not applicable,not applicable
Rensselaer,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,not applicable,not applicable
Rensselaer,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Shallow emergent marsh,Shallow Emergent Marsh,not applicable,not applicable
Rensselaer,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Dwarf shrub bog,Dwarf Shrub Bog,not applicable,not applicable
Rensselaer,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich sloping fen,Rich Sloping Fen,not applicable,not applicable
Rensselaer,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Spruce-fir swamp,Spruce-Fir Swamp,not applicable,not applicable
Rensselaer,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Highbush blueberry bog thicket,Highbush Blueberry Bog Thicket,not applicable,not applicable
Rensselaer,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Black spruce-tamarack bog,Black Spruce-Tamarack Bog,not applicable,not applicable
Rensselaer,Natural Community,Lakes and Ponds,Natural Lakes and Ponds,Oligotrophic dimictic lake,Oligotrophic Dimictic Lake,not applicable,not applicable
Rensselaer,Natural Community,Subterranean,Natural Caves,Talus cave community,Talus Cave Community,not applicable,not applicable
Rensselaer,Natural Community,Tidal Wetlands,Subtidal Wetlands,Tidal river,Tidal River,not applicable,not applicable
Rensselaer,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater tidal marsh,Freshwater Tidal Marsh,not applicable,not applicable
Rensselaer,Natural Community,Uplands,Forested Uplands,Chestnut oak forest,Chestnut Oak Forest,not applicable,not applicable
Rensselaer,Natural Community,Uplands,Barrens and Woodlands,Calcareous talus slope woodland,Calcareous Talus Slope Woodland,not applicable,not applicable
Rensselaer,Natural Community,Uplands,Forested Uplands,Beech-maple mesic forest,Beech-Maple Mesic Forest,not applicable,not applicable
Rensselaer,Natural Community,Uplands,Forested Uplands,Spruce-northern hardwood forest,Spruce-Northern Hardwood Forest,not applicable,not applicable
Rensselaer,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest,not applicable,not applicable
Rensselaer,Natural Community,Uplands,Forested Uplands,Maple-basswood rich mesic forest,Maple-Basswood Rich Mesic Forest,not applicable,not applicable
Rensselaer,Natural Community,Uplands,Forested Uplands,Spruce flats,Spruce Flats,not applicable,not applicable
Rensselaer,Plant,Ferns and Fern Allies,Ferns,Athyrium asplenioides,Southern Lady Fern,not listed,not listed
Rensselaer,Plant,Ferns and Fern Allies,Ferns,Asplenium montanum,Mountain Spleenwort,Threatened,not listed
Rensselaer,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Crataegus lumaria,Thorny Hawthorn,not listed,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum muticum,Blunt Mountain Mint,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Trichostema brachiatum,False Pennyroyal,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not listed,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex glaucodea,Glaucous Sedge,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Plantago cordata,Heart-leaved Plantain,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Heuchera americana var. americana,American Alumroot,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,not listed,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper,not listed,not listed
Rensselaer,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Elatine americana,American Waterwort,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Stellaria longipes ssp. longipes,Goldie's starwort,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Oxybasis rubra var. rubra,Red Pigweed,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex oligosperma,Few-fruited Sedge,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Triglochin palustris,Marsh Arrow Grass,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Eleocharis diandra,Wright's Spike Rush,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex nigra,Black Sedge,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex mesochorea,Midland Sedge,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Grasses,Dichanthelium leibergii,Leiberg's Panic Grass,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,Threatened,not listed
Rensselaer,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex conjuncta,Soft Fox Sedge,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,Rare,not listed
Rensselaer,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Oclemena nemoralis,Bog Aster,Rare,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Valerianella umbilicata,Navel Corn Salad,Endangered,not listed
Rensselaer,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,not listed,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,Rare,not listed
Rensselaer,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Cirsium altissimum,Tall Thistle,not listed,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Dwarf Bulrush,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Silene caroliniana ssp. pensylvanica,Wild Pink,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Strap-leaf Arrowhead,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Rhododendron canadense,Rhodora,Threatened,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,Endangered,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Heteranthera reniformis,Kidney-leaved Mud Plantain,Rare,not listed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Wintergreen,Threatened,not listed
